Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_0_0,U_0_1,U_0_2,U_0_Magnitude,U_1,U_2,U_Magnitude,cellMotionU_0,cellMotionU_1,cellMotionU_2,cellMotionU_Magnitude,k,nut,omega,p,pointMotionU_0,pointMotionU_1,pointMotionU_2,pointMotionU_Magnitude,rAU,Block Number,Point ID
0,-0.0116498,0.37074,0.370923,4.41E-17,4.41E-17,7.50E-18,1.96E-19,4.47E-17,7.50E-18,1.96E-19,4.47E-17,0,0,0,0,2.71E-06,0,7088.05,0.057399,0,0,0,0,0.0142689,5,40403
0,-0.125636,-0.348968,0.370895,0,0,0,0,0,0,0,0,0,0,0,0,3.25E-06,0,6052.85,0.0573987,0,0,0,0,0.0165295,5,13832
0,-0.125636,0.348968,0.370895,-4.31E-17,-4.31E-17,4.58E-16,1.72E-16,4.91E-16,4.58E-16,1.72E-16,4.91E-16,0,0,0,0,3.25E-06,0,6052.85,0.0573969,0,0,0,0,0.0165292,5,40383
0,-0.0464883,0.368006,0.370931,3.79E-20,3.79E-20,1.47E-18,-5.65E-18,5.84E-18,1.47E-18,-5.65E-18,5.84E-18,0,0,0,0,3.00E-06,0,6475.54,0.0573946,0,0,0,0,0.0155185,5,40397
0,-0.0116498,-0.37074,0.370923,8.67E-17,8.67E-17,1.95E-16,-8.96E-18,2.13E-16,1.95E-16,-8.96E-18,2.13E-16,0,0,0,0,2.71E-06,0,7088.05,0.0573941,0,0,0,0,0.0142689,5,13852
0,-0.0464883,-0.368006,0.370931,-4.32E-17,-4.32E-17,2.06E-17,-2.34E-18,4.79E-17,2.06E-17,-2.34E-18,4.79E-17,0,0,0,0,3.00E-06,0,6475.54,0.057394,0,0,0,0,0.0155185,5,13846
0,-0.352759,0.114616,0.370912,4.13E-17,4.13E-17,5.17E-17,1.12E-16,1.30E-16,5.17E-17,1.12E-16,1.30E-16,0,0,0,0,3.21E-06,0,6068.83,0.0573895,0,0,0,0,0.0164851,5,27100
0,-0.0580202,-0.366333,0.370899,4.34E-17,4.34E-17,-1.03E-16,1.78E-17,1.13E-16,-1.03E-16,1.78E-17,1.13E-16,0,0,0,0,3.06E-06,0,6356.13,0.0573888,0,0,0,0,0.0157896,5,13844
0,-0.0580202,0.366333,0.370899,-2.75E-21,-2.75E-21,-4.04E-16,-6.51E-17,4.09E-16,-4.04E-16,-6.51E-17,4.09E-16,0,0,0,0,3.06E-06,0,6356.13,0.057388,0,0,0,0,0.0157896,5,40395
0,-0.103495,-0.356237,0.370966,-4.22E-17,-4.22E-17,-7.15E-16,2.10E-16,7.47E-16,-7.15E-16,2.10E-16,7.47E-16,0,0,0,0,3.20E-06,0,6097.09,0.0573862,0,0,0,0,0.0164176,5,13836
0,-0.359242,-0.0922366,0.370894,-9.17E-17,-9.17E-17,-9.75E-17,3.62E-16,3.86E-16,-9.75E-17,3.62E-16,3.86E-16,0,0,0,0,3.18E-06,0,6139.82,0.0573859,0,0,0,0,0.01631,5,35
0,-0.103495,0.356237,0.370966,4.45E-17,4.45E-17,-3.93E-16,-1.22E-16,4.13E-16,-3.93E-16,-1.22E-16,4.13E-16,0,0,0,0,3.20E-06,0,6097.09,0.0573839,0,0,0,0,0.0164172,5,40387
0,-0.361994,-0.0809136,0.370927,-9.09E-17,-9.09E-17,-2.93E-18,1.25E-17,9.18E-17,-2.93E-18,1.25E-17,9.18E-17,0,0,0,0,3.15E-06,0,6190.24,0.0573781,0,0,0,0,0.0161831,5,37
0,-0.0809136,-0.361994,0.370927,-1.05E-18,-1.05E-18,-2.57E-16,6.33E-17,2.65E-16,-2.57E-16,6.33E-17,2.65E-16,0,0,0,0,3.15E-06,0,6192.06,0.0573739,0,0,0,0,0.016181,5,13840
0,-0.340389,0.147297,0.370892,1.97E-18,1.97E-18,-2.38E-16,-5.23E-16,5.74E-16,-2.38E-16,-5.23E-16,5.74E-16,0,0,0,0,3.20E-06,0,6043.37,0.057373,0,0,0,0,0.0165531,5,27106
0,-0.0809136,0.361994,0.370927,-1.22E-18,-1.22E-18,-2.62E-16,-5.38E-17,2.67E-16,-2.62E-16,-5.38E-17,2.67E-16,0,0,0,0,3.15E-06,0,6192.06,0.0573715,0,0,0,0,0.0161811,5,40391
0,-0.147297,-0.340389,0.370892,-1.93E-18,-1.93E-18,1.07E-15,-4.66E-16,1.17E-15,1.07E-15,-4.66E-16,1.17E-15,0,0,0,0,3.20E-06,0,6043.44,0.0573621,0,0,0,0,0.0165572,5,13828
0,-0.147297,0.340389,0.370892,4.41E-17,4.41E-17,4.34E-16,1.80E-16,4.72E-16,4.34E-16,1.80E-16,4.72E-16,0,0,0,0,3.20E-06,0,6043.44,0.057361,0,0,0,0,0.0165572,5,40379
0,-0.340389,-0.147297,0.370892,8.72E-17,8.72E-17,2.61E-16,-5.75E-16,6.38E-16,2.61E-16,-5.75E-16,6.38E-16,0,0,0,0,3.20E-06,0,6043.37,0.0573575,0,0,0,0,0.0165551,5,25
0,-0.352759,-0.114616,0.370912,8.67E-17,8.67E-17,3.34E-16,-1.01E-15,1.07E-15,3.34E-16,-1.01E-15,1.07E-15,0,0,0,0,3.20E-06,0,6068.83,0.0573551,0,0,0,0,0.0164862,5,31
0,-0.114616,-0.352759,0.370912,-8.56E-17,-8.56E-17,-3.93E-16,1.22E-16,4.20E-16,-3.93E-16,1.22E-16,4.20E-16,0,0,0,0,3.20E-06,0,6070.43,0.0573536,0,0,0,0,0.0164833,5,13834
0,-0.114616,0.352759,0.370912,-4.22E-17,-4.22E-17,-3.93E-16,-1.22E-16,4.13E-16,-3.93E-16,-1.22E-16,4.13E-16,0,0,0,0,3.20E-06,0,6070.43,0.0573514,0,0,0,0,0.0164827,5,40385
0,-0.0922366,-0.359242,0.370894,8.47E-17,8.47E-17,-6.37E-16,1.63E-16,6.63E-16,-6.37E-16,1.63E-16,6.63E-16,0,0,0,0,3.18E-06,0,6138.21,0.0573509,0,0,0,0,0.0163133,5,13838
0,-0.0922366,0.359242,0.370894,8.46E-17,8.46E-17,1.41E-17,3.46E-18,8.58E-17,1.41E-17,3.46E-18,8.58E-17,0,0,0,0,3.18E-06,0,6138.21,0.0573484,0,0,0,0,0.0163133,5,40389
0,-0.325006,0.178672,0.370881,4.30E-17,4.30E-17,-2.99E-16,-5.23E-16,6.04E-16,-2.99E-16,-5.23E-16,6.04E-16,0,0,0,0,3.15E-06,0,6097.08,0.057335,0,0,0,0,0.0164282,5,27112
0,0.262337,-0.262337,0.371001,4.34E-17,4.34E-17,-5.81E-21,5.57E-21,4.34E-17,-5.81E-21,5.57E-21,4.34E-17,0,0,0,0,2.60E-06,0,7230.57,0.0573174,0,0,0,0,0.0140487,5,53679
0,0.262337,0.262337,0.371001,-3.94E-17,-3.94E-17,-6.39E-17,6.12E-17,9.69E-17,-6.39E-17,6.12E-17,9.69E-17,0,0,0,0,2.61E-06,0,7230.57,0.0573134,0,0,0,0,0.0140486,5,66955
0,0.0116498,0.37074,0.370923,8.55E-17,8.55E-17,-4.08E-17,1.46E-18,9.47E-17,-4.08E-17,1.46E-18,9.47E-17,0,0,0,0,2.51E-06,0,7088.04,0.0572702,0,0,0,0,0.0143546,5,66907
0,0.0116498,-0.37074,0.370923,1.74E-16,1.74E-16,-7.49E-18,-2.94E-19,1.74E-16,-7.49E-18,-2.94E-19,1.74E-16,0,0,0,0,2.51E-06,0,7088.04,0.0572646,0,0,0,0,0.0143546,5,53631
0,0.369321,0.03491,0.370967,-4.30E-17,-4.30E-17,1.78E-17,-1.55E-16,1.61E-16,1.78E-17,-1.55E-16,1.61E-16,0,0,0,0,2.93E-06,0,6629.93,0.0572564,0,0,0,0,0.0151838,5,93460
0,0.0695092,0.364387,0.370957,-4.34E-17,-4.34E-17,-2.07E-22,-1.19E-21,4.34E-17,-2.07E-22,-1.19E-21,4.34E-17,0,0,0,0,3.12E-06,0,6262.1,0.0572522,0,0,0,0,0.0160115,5,66917
0,0.0695092,-0.364387,0.370957,-1.29E-16,-1.29E-16,5.10E-16,9.79E-17,5.35E-16,5.10E-16,9.79E-17,5.35E-16,0,0,0,0,3.12E-06,0,6262.1,0.0572522,0,0,0,0,0.0160115,5,53641
0,0.371,-1.05E-16,0.371,-1.30E-16,-1.30E-16,9.24E-19,-2.00E-22,1.30E-16,9.24E-19,-2.00E-22,1.30E-16,0,0,0,0,2.66E-06,0,7228.59,0.0572509,0,0,0,0,0.0140039,5,80229
0,0.0232888,0.370176,0.370908,-2.33E-19,-2.33E-19,1.06E-16,-8.54E-18,1.06E-16,1.06E-16,-8.54E-18,1.06E-16,0,0,0,0,2.63E-06,0,6832.81,0.0572314,0,0,0,0,0.0148488,5,66909
0,0.0232888,-0.370176,0.370908,8.67E-17,8.67E-17,6.79E-21,-1.31E-19,8.67E-17,6.79E-21,-1.31E-19,8.67E-17,0,0,0,0,2.63E-06,0,6832.81,0.0572265,0,0,0,0,0.0148488,5,53633
0,0.0464883,0.368006,0.370931,-4.32E-17,-4.32E-17,-2.06E-17,2.21E-18,4.79E-17,-2.06E-17,2.21E-18,4.79E-17,0,0,0,0,2.82E-06,0,6475.55,0.0572107,0,0,0,0,0.0156181,5,66913
0,0.0464883,-0.368006,0.370931,4.36E-17,4.36E-17,-2.06E-17,-2.33E-18,4.82E-17,-2.06E-17,-2.33E-18,4.82E-17,0,0,0,0,2.82E-06,0,6475.55,0.0572082,0,0,0,0,0.0156181,5,53637
0,0.364387,0.0695092,0.370957,-8.67E-17,-8.67E-17,-5.26E-21,-1.66E-21,8.67E-17,-5.26E-21,-1.66E-21,8.67E-17,0,0,0,0,3.12E-06,0,6258.94,0.0571895,0,0,0,0,0.0160182,5,93466
0,0.285805,-0.236438,0.370928,-1.29E-16,-1.29E-16,1.22E-15,1.50E-15,1.94E-15,1.22E-15,1.50E-15,1.94E-15,0,0,0,0,2.85E-06,0,6629.98,0.0571546,0,0,0,0,0.0152253,5,80185
0,0.103495,-0.356237,0.370966,-4.41E-17,-4.41E-17,3.53E-16,9.65E-17,3.69E-16,3.53E-16,9.65E-17,3.69E-16,0,0,0,0,3.20E-06,0,6097.09,0.0571439,0,0,0,0,0.0164184,5,53647
0,0.103495,0.356237,0.370966,-1.28E-16,-1.28E-16,1.52E-16,-4.71E-17,2.04E-16,1.52E-16,-4.71E-17,2.04E-16,0,0,0,0,3.20E-06,0,6097.09,0.057142,0,0,0,0,0.0164187,5,66923
0,0.37074,0.0116498,0.370923,-1.31E-16,-1.31E-16,-1.91E-18,2.67E-17,1.34E-16,-1.91E-18,2.67E-17,1.34E-16,0,0,0,0,2.51E-06,0,7088.06,0.0571407,0,0,0,0,0.0143565,5,93456
0,0.370176,0.0232888,0.370908,-4.37E-17,-4.37E-17,-3.62E-18,6.52E-17,7.86E-17,-3.62E-18,6.52E-17,7.86E-17,0,0,0,0,2.62E-06,0,6833.01,0.057137,0,0,0,0,0.0148514,5,93458
0,0.285805,0.236438,0.370928,-8.72E-17,-8.72E-17,6.81E-16,-8.24E-16,1.07E-15,6.81E-16,-8.24E-16,1.07E-15,0,0,0,0,2.86E-06,0,6629.98,0.0571356,0,0,0,0,0.0152244,5,93498
0,0.356237,0.103495,0.370966,-3.15E-20,-3.15E-20,9.72E-17,-3.17E-16,3.32E-16,9.72E-17,-3.17E-16,3.32E-16,0,0,0,0,3.20E-06,0,6099.07,0.0571306,0,0,0,0,0.0164138,5,93472
0,0.0580202,0.366333,0.370899,-8.67E-17,-8.67E-17,-9.06E-21,-6.24E-20,8.67E-17,-9.06E-21,-6.24E-20,8.67E-17,0,0,0,0,2.84E-06,0,6356.13,0.0571184,0,0,0,0,0.0158889,5,66915
0,0.236438,-0.285805,0.370928,7.61E-19,7.61E-19,3.94E-16,2.98E-16,4.94E-16,3.94E-16,2.98E-16,4.94E-16,0,0,0,0,2.86E-06,0,6628.14,0.0571176,0,0,0,0,0.0152288,5,53673
0,0.0580202,-0.366333,0.370899,-4.34E-17,-4.34E-17,2.34E-16,4.06E-17,2.41E-16,2.34E-16,4.06E-17,2.41E-16,0,0,0,0,2.84E-06,0,6356.13,0.0571172,0,0,0,0,0.0158889,5,53639
0,0.236438,0.285805,0.370928,-3.07E-19,-3.07E-19,1.51E-15,-1.26E-15,1.97E-15,1.51E-15,-1.26E-15,1.97E-15,0,0,0,0,2.86E-06,0,6628.14,0.0571161,0,0,0,0,0.0152289,5,66949
0,0.37074,-0.0116498,0.370923,-4.30E-17,-4.30E-17,3.75E-18,8.91E-17,9.90E-17,3.75E-18,8.91E-17,9.90E-17,0,0,0,0,2.51E-06,0,7088.06,0.0570999,0,0,0,0,0.0143587,5,80227
0,0.344948,0.136572,0.371,-4.14E-17,-4.14E-17,5.77E-17,-1.54E-16,1.70E-16,5.77E-17,-1.54E-16,1.70E-16,0,0,0,0,3.22E-06,0,6042.17,0.0570997,0,0,0,0,0.0165608,5,93478
0,0.368006,0.0464883,0.370931,-4.23E-17,-4.23E-17,2.32E-17,-2.00E-16,2.06E-16,2.32E-17,-2.00E-16,2.06E-16,0,0,0,0,2.78E-06,0,6475.4,0.0570903,0,0,0,0,0.0156206,5,93462
0,0.364387,-0.0695092,0.370957,-1.75E-16,-1.75E-16,-5.94E-18,-4.61E-17,1.81E-16,-5.94E-18,-4.61E-17,1.81E-16,0,0,0,0,3.11E-06,0,6258.94,0.0570862,0,0,0,0,0.0160183,5,80217
0,0.27036,-0.253886,0.370881,4.18E-17,4.18E-17,-5.65E-16,-6.21E-16,8.41E-16,-5.65E-16,-6.21E-16,8.41E-16,0,0,0,0,2.43E-06,0,7088.18,0.0570749,0,0,0,0,0.0143973,5,80181
0,0.136572,-0.344948,0.371,0,0,0,0,0,0,0,0,0,0,0,0,3.22E-06,0,6043.41,0.0570742,0,0,0,0,0.0165588,5,53653
0,0.136572,0.344948,0.371,4.18E-17,4.18E-17,-3.63E-16,1.33E-16,3.89E-16,-3.63E-16,1.33E-16,3.89E-16,0,0,0,0,3.22E-06,0,6043.41,0.0570726,0,0,0,0,0.0165588,5,66929
0,0.366333,0.0580202,0.370899,-4.23E-17,-4.23E-17,4.20E-18,-2.86E-17,5.12E-17,4.20E-18,-2.86E-17,5.12E-17,0,0,0,0,2.84E-06,0,6354.45,0.0570721,0,0,0,0,0.0158952,5,93464
0,0.253886,-0.27036,0.370881,-4.38E-17,-4.38E-17,-3.76E-16,-3.46E-16,5.13E-16,-3.76E-16,-3.46E-16,5.13E-16,0,0,0,0,2.43E-06,0,7089.93,0.0570708,0,0,0,0,0.0143936,5,53677
0,0.0809136,-0.361994,0.370927,-8.58E-17,-8.58E-17,2.76E-16,5.73E-17,2.95E-16,2.76E-16,5.73E-17,2.95E-16,0,0,0,0,2.92E-06,0,6192.05,0.0570695,0,0,0,0,0.0162876,5,53643
0,0.0809136,0.361994,0.370927,0,0,0,0,0,0,0,0,0,0,0,0,2.92E-06,0,6192.05,0.0570686,0,0,0,0,0.0162876,5,66919
0,0.253886,0.27036,0.370881,-8.14E-17,-8.14E-17,-3.79E-16,3.51E-16,5.23E-16,-3.79E-16,3.51E-16,5.23E-16,0,0,0,0,2.43E-06,0,7089.93,0.0570679,0,0,0,0,0.0143936,5,66953
0,0.27036,0.253886,0.370881,-5.28E-19,-5.28E-19,-6.28E-16,6.91E-16,9.33E-16,-6.28E-16,6.91E-16,9.33E-16,0,0,0,0,2.43E-06,0,7088.18,0.0570678,0,0,0,0,0.0143973,5,93502
0,0.278229,-0.245292,0.370917,-8.82E-17,-8.82E-17,-2.22E-16,-2.22E-16,3.26E-16,-2.22E-16,-2.22E-16,3.26E-16,0,0,0,0,2.55E-06,0,6833.08,0.0570643,0,0,0,0,0.0148904,5,80183
0,0.306755,-0.20847,0.370889,4.34E-17,4.34E-17,3.65E-22,-2.57E-22,4.34E-17,3.65E-22,-2.57E-22,4.34E-17,0,0,0,0,3.07E-06,0,6263.63,0.0570617,0,0,0,0,0.0160383,5,80191
0,0.278229,0.245292,0.370917,-8.72E-17,-8.72E-17,-2.85E-16,2.92E-16,4.17E-16,-2.85E-16,2.92E-16,4.17E-16,0,0,0,0,2.55E-06,0,6833.08,0.0570543,0,0,0,0,0.0148901,5,93500
0,0.30013,-0.218057,0.370981,8.67E-17,8.67E-17,-2.58E-20,1.95E-20,8.67E-17,-2.58E-20,1.95E-20,8.67E-17,0,0,0,0,2.80E-06,0,6357.5,0.0570389,0,0,0,0,0.015925,5,80189
0,0.369321,-0.03491,0.370967,-8.70E-17,-8.70E-17,2.94E-18,2.11E-17,8.96E-17,2.94E-18,2.11E-17,8.96E-17,0,0,0,0,2.71E-06,0,6629.93,0.0570379,0,0,0,0,0.0152823,5,80223
0,0.245292,-0.278229,0.370917,-4.30E-17,-4.30E-17,-6.59E-16,-5.86E-16,8.83E-16,-6.59E-16,-5.86E-16,8.83E-16,0,0,0,0,2.55E-06,0,6831.39,0.0570292,0,0,0,0,0.0148931,5,53675
0,0.245292,0.278229,0.370917,1.05E-18,1.05E-18,7.72E-16,-6.36E-16,1.00E-15,7.72E-16,-6.36E-16,1.00E-15,0,0,0,0,2.55E-06,0,6831.39,0.057027,0,0,0,0,0.0148931,5,66951
0,0.361994,0.0809136,0.370927,-4.32E-17,-4.32E-17,-8.03E-17,3.27E-16,3.40E-16,-8.03E-17,3.27E-16,3.40E-16,0,0,0,0,2.92E-06,0,6190.24,0.0570199,0,0,0,0,0.0162911,5,93468
0,0.33052,0.168406,0.37095,-1.28E-16,-1.28E-16,1.32E-17,-2.68E-17,1.31E-16,1.32E-17,-2.68E-17,1.31E-16,0,0,0,0,3.18E-06,0,6072.29,0.0570117,0,0,0,0,0.0164941,5,93484
0,0.0922366,-0.359242,0.370894,-8.75E-17,-8.75E-17,3.53E-16,9.66E-17,3.76E-16,3.53E-16,9.66E-17,3.76E-16,0,0,0,0,2.94E-06,0,6138.21,0.0570055,0,0,0,0,0.0164219,5,53645
0,0.0922366,0.359242,0.370894,0,0,0,0,0,0,0,0,0,0,0,0,2.94E-06,0,6138.21,0.0570039,0,0,0,0,0.0164219,5,66921
0,0.368006,-0.0464883,0.370931,-8.63E-17,-8.63E-17,3.32E-17,2.36E-16,2.54E-16,3.32E-17,2.36E-16,2.54E-16,0,0,0,0,2.78E-06,0,6475.4,0.0570026,0,0,0,0,0.0156233,5,80221
0,0.359242,0.0922366,0.370894,1.20E-19,1.20E-19,-8.03E-17,3.27E-16,3.37E-16,-8.03E-17,3.27E-16,3.37E-16,0,0,0,0,2.94E-06,0,6139.82,0.0569999,0,0,0,0,0.0164184,5,93470
0,0.366333,-0.0580202,0.370899,-4.29E-17,-4.29E-17,1.09E-17,9.26E-17,1.03E-16,1.09E-17,9.26E-17,1.03E-16,0,0,0,0,2.84E-06,0,6354.45,0.0569847,0,0,0,0,0.0158973,5,80219
0,0.114616,-0.352759,0.370912,-4.59E-17,-4.59E-17,-2.00E-16,-6.78E-17,2.16E-16,-2.00E-16,-6.78E-17,2.16E-16,0,0,0,0,2.97E-06,0,6070.43,0.0569735,0,0,0,0,0.016595,5,53649
0,0.114616,0.352759,0.370912,-1.30E-16,-1.30E-16,5.75E-16,-1.90E-16,6.19E-16,5.75E-16,-1.90E-16,6.19E-16,0,0,0,0,2.97E-06,0,6070.43,0.0569715,0,0,0,0,0.0165956,5,66925
0,0.313167,0.19874,0.370906,-1.75E-16,-1.75E-16,1.49E-16,-2.21E-16,3.19E-16,1.49E-16,-2.21E-16,3.19E-16,0,0,0,0,3.08E-06,0,6190.16,0.0569671,0,0,0,0,0.0162138,5,93490
0,0.348968,0.125636,0.370895,4.53E-17,4.53E-17,5.78E-17,-1.54E-16,1.71E-16,5.78E-17,-1.54E-16,1.71E-16,0,0,0,0,2.98E-06,0,6050.67,0.0569625,0,0,0,0,0.0166475,5,93476
0,0.352759,0.114616,0.370912,8.67E-17,8.67E-17,9.73E-17,-3.17E-16,3.43E-16,9.73E-17,-3.17E-16,3.43E-16,0,0,0,0,2.97E-06,0,6068.83,0.0569598,0,0,0,0,0.0165994,5,93474
0,0.370176,-0.0232888,0.370908,7.19E-19,7.19E-19,2.03E-18,5.07E-17,5.07E-17,2.03E-18,5.07E-17,5.07E-17,0,0,0,0,2.41E-06,0,6833.01,0.0569583,0,0,0,0,0.0149525,5,80225
